"","iso3","year","population"
"2767","LTU",2002,"3443067"
"2768","LTU",2003,"3415213"
"2769","LTU",2004,"3377075"
"2770","LTU",2005,"3322528"
"2771","LTU",2006,"3269909"
"2772","LTU",2007,"3231294"
"2773","LTU",2008,"3198231"
"2774","LTU",2009,"3162916"
"2775","LTU",2010,"3097282"
"2776","LTU",2011,"3028115"
"2777","LTU",2012,"2987773"
"2778","LTU",2013,"2957689"
"2779","LTU",2014,"2932367"
"2780","LTU",2015,"2904910"
"2781","LTU",2016,"2868231"
"2782","LTU",2017,"2828403"
"2783","LTU",2018,"2801543"
"2784","LTU",2019,"2794137"
"2785","LUX",1996,"414225"
"2786","LUX",1997,"419450"
"2787","LUX",1998,"424700"
"2788","LUX",1999,"430475"
"2789","LUX",2000,"436300"
"2790","LUX",2001,"441525"
"2791","LUX",2002,"446175"
"2792","LUX",2003,"451630"
"2793","LUX",2004,"458095"
"2794","LUX",2005,"465158"
"2795","LUX",2006,"472637"
"2796","LUX",2007,"479993"
"2797","LUX",2008,"488650"
"2798","LUX",2009,"497783"
"2799","LUX",2010,"506953"
"2800","LUX",2011,"518347"
"2801","LUX",2012,"530946"
"2802","LUX",2013,"543360"
"2803","LUX",2014,"556319"
"2804","LUX",2015,"569604"
"2805","LUX",2016,"582014"
"2806","LUX",2017,"596336"
"2807","LUX",2018,"607950"
"2808","LUX",2019,"620001"
"2809","MAC",1996,"393376"
"2810","MAC",1997,"401353"
"2811","MAC",1998,"409620"
"2812","MAC",1999,"418388"
"2813","MAC",2000,"427772"
"2814","MAC",2001,"437928"
"2815","MAC",2002,"448813"
"2816","MAC",2003,"460157"
"2817","MAC",2004,"471600"
"2818","MAC",2005,"482863"
"2819","MAC",2006,"493804"
"2820","MAC",2007,"504504"
"2821","MAC",2008,"515232"
"2822","MAC",2009,"526401"
"2823","MAC",2010,"538215"
"2824","MAC",2011,"550833"
"2825","MAC",2012,"564037"
"2826","MAC",2013,"577368"
"2827","MAC",2014,"590210"
"2828","MAC",2015,"602093"
"2829","MAC",2016,"612824"
"2830","MAC",2017,"622578"
"2831","MAC",2018,"631633"
"2832","MAC",2019,"640446"
"2833","MDG",1996,"13902697"
"2834","MDG",1997,"14347860"
"2835","MDG",1998,"14808791"
"2836","MDG",1999,"15282524"
"2837","MDG",2000,"15766806"
"2838","MDG",2001,"16260933"
"2839","MDG",2002,"16765122"
"2840","MDG",2003,"17279139"
"2841","MDG",2004,"17802992"
"2842","MDG",2005,"18336722"
"2843","MDG",2006,"18880265"
"2844","MDG",2007,"19433520"
"2845","MDG",2008,"19996476"
"2846","MDG",2009,"20569115"
"2847","MDG",2010,"21151640"
"2848","MDG",2011,"21743970"
"2849","MDG",2012,"22346641"
"2850","MDG",2013,"22961259"
"2851","MDG",2014,"23589897"
"2852","MDG",2015,"24234080"
"2853","MDG",2016,"24894370"
"2854","MDG",2017,"25570511"
"2855","MDG",2018,"26262313"
"2856","MDG",2019,"26969306"
"2857","MWI",1996,"10022783"
"2858","MWI",1997,"10264906"
"2859","MWI",1998,"10552345"
"2860","MWI",1999,"10854325"
"2861","MWI",2000,"11148751"
"2862","MWI",2001,"11432001"
"2863","MWI",2002,"11713663"
"2864","MWI",2003,"12000183"
"2865","MWI",2004,"12301837"
"2866","MWI",2005,"12625950"
"2867","MWI",2006,"12973693"
"2868","MWI",2007,"13341808"
"2869","MWI",2008,"13727899"
"2870","MWI",2009,"14128161"
"2871","MWI",2010,"14539609"
"2872","MWI",2011,"14962118"
"2873","MWI",2012,"15396010"
"2874","MWI",2013,"15839287"
"2875","MWI",2014,"16289550"
"2876","MWI",2015,"16745305"
"2877","MWI",2016,"17205253"
"2878","MWI",2017,"17670193"
"2879","MWI",2018,"18143215"
"2880","MWI",2019,"18628749"
"2881","MYS",1996,"21017619"
"2882","MYS",1997,"21562790"
"2883","MYS",1998,"22114647"
"2884","MYS",1999,"22661293"
"2885","MYS",2000,"23194252"
"2886","MYS",2001,"23709115"
"2887","MYS",2002,"24208391"
"2888","MYS",2003,"24698821"
"2889","MYS",2004,"25190647"
"2890","MYS",2005,"25690615"
"2891","MYS",2006,"26201954"
"2892","MYS",2007,"26720367"
"2893","MYS",2008,"27236003"
"2894","MYS",2009,"27735038"
"2895","MYS",2010,"28208028"
"2896","MYS",2011,"28650962"
"2897","MYS",2012,"29068189"
"2898","MYS",2013,"29468923"
"2899","MYS",2014,"29866606"
"2900","MYS",2015,"30270965"
"2901","MYS",2016,"30684652"
"2902","MYS",2017,"31104655"
"2903","MYS",2018,"31528033"
"2904","MYS",2019,"31949789"
"2905","MDV",1996,"259178"
"2906","MDV",1997,"263836"
"2907","MDV",1998,"268445"
"2908","MDV",1999,"273522"
"2909","MDV",2000,"279396"
"2910","MDV",2001,"286309"
"2911","MDV",2002,"294185"
"2912","MDV",2003,"302681"
"2913","MDV",2004,"311265"
"2914","MDV",2005,"319604"
"2915","MDV",2006,"327489"
"2916","MDV",2007,"335172"
"2917","MDV",2008,"343448"
"2918","MDV",2009,"353391"
"2919","MDV",2010,"365730"
"2920","MDV",2011,"380493"
"2921","MDV",2012,"397231"
"2922","MDV",2013,"415592"
"2923","MDV",2014,"435018"
"2924","MDV",2015,"454914"
"2925","MDV",2016,"475505"
"2926","MDV",2017,"496398"
"2927","MDV",2018,"515704"
"2928","MDV",2019,"530957"
"2929","MLI",1996,"9837575"
"2930","MLI",1997,"10094363"
"2931","MLI",1998,"10360564"
"2932","MLI",1999,"10642937"
"2933","MLI",2000,"10946448"
"2934","MLI",2001,"11271603"
"2935","MLI",2002,"11616890"
"2936","MLI",2003,"11982692"
"2937","MLI",2004,"12369078"
"2938","MLI",2005,"12775509"
"2939","MLI",2006,"13203378"
"2940","MLI",2007,"13651455"
"2941","MLI",2008,"14113578"
"2942","MLI",2009,"14581427"
"2943","MLI",2010,"15049352"
"2944","MLI",2011,"15514593"
"2945","MLI",2012,"15979492"
"2946","MLI",2013,"16449854"
"2947","MLI",2014,"16934213"
"2948","MLI",2015,"17438772"
"2949","MLI",2016,"17965448"
"2950","MLI",2017,"18512429"
"2951","MLI",2018,"19077755"
"2952","MLI",2019,"19658023"
"2953","MLT",1996,"379905"
"2954","MLT",1997,"382791"
"2955","MLT",1998,"385287"
"2956","MLT",1999,"387578"
"2957","MLT",2000,"390087"
"2958","MLT",2001,"393028"
"2959","MLT",2002,"395969"
"2960","MLT",2003,"398582"
"2961","MLT",2004,"401268"
"2962","MLT",2005,"403834"
"2963","MLT",2006,"405308"
"2964","MLT",2007,"406724"
"2965","MLT",2008,"409379"
"2966","MLT",2009,"412477"
"2967","MLT",2010,"414508"
"2968","MLT",2011,"416268"
"2969","MLT",2012,"420028"
"2970","MLT",2013,"425967"
"2971","MLT",2014,"434558"
"2972","MLT",2015,"445053"
"2973","MLT",2016,"455356"
"2974","MLT",2017,"467999"
"2975","MLT",2018,"484630"
"2976","MLT",2019,"504062"
"2977","MHL",1996,"50523"
"2978","MHL",1997,"50453"
"2979","MHL",1998,"50356"
"2980","MHL",1999,"50418"
"2981","MHL",2000,"50754"
"2982","MHL",2001,"51411"
"2983","MHL",2002,"52368"
"2984","MHL",2003,"53465"
"2985","MHL",2004,"54476"
"2986","MHL",2005,"55257"
"2987","MHL",2006,"55765"
"2988","MHL",2007,"56046"
"2989","MHL",2008,"56166"
"2990","MHL",2009,"56255"
"2991","MHL",2010,"56361"
"2992","MHL",2011,"56524"
"2993","MHL",2012,"56712"
"2994","MHL",2013,"56933"
"2995","MHL",2014,"57183"
"2996","MHL",2015,"57444"
"2997","MHL",2016,"57723"
"2998","MHL",2017,"58053"
"2999","MHL",2018,"58412"
"3000","MHL",2019,"58791"
"3001","MRT",1996,"2372900"
"3002","MRT",1997,"2433567"
"3003","MRT",1998,"2496217"
"3004","MRT",1999,"2561584"
"3005","MRT",2000,"2630217"
"3006","MRT",2001,"2702405"
"3007","MRT",2002,"2778097"
"3008","MRT",2003,"2857150"
"3009","MRT",2004,"2939246"
"3010","MRT",2005,"3024198"
"3011","MRT",2006,"3111908"
"3012","MRT",2007,"3202512"
"3013","MRT",2008,"3296237"
"3014","MRT",2009,"3393408"
"3015","MRT",2010,"3494200"
"3016","MRT",2011,"3598646"
"3017","MRT",2012,"3706555"
"3018","MRT",2013,"3817497"
"3019","MRT",2014,"3930894"
"3020","MRT",2015,"4046304"
"3021","MRT",2016,"4163532"
"3022","MRT",2017,"4282582"
"3023","MRT",2018,"4403312"
"3024","MRT",2019,"4525698"
"3025","MUS",1996,"1133996"
"3026","MUS",1997,"1148284"
"3027","MUS",1998,"1160421"
"3028","MUS",1999,"1175267"
"3029","MUS",2000,"1186873"
"3030","MUS",2001,"1196287"
"3031","MUS",2002,"1204621"
"3032","MUS",2003,"1213370"
"3033","MUS",2004,"1221003"
"3034","MUS",2005,"1228254"
"3035","MUS",2006,"1233996"
"3036","MUS",2007,"1239630"
"3037","MUS",2008,"1244121"
"3038","MUS",2009,"1247429"
"3039","MUS",2010,"1250400"
"3040","MUS",2011,"1252404"
"3041","MUS",2012,"1255882"
"3042","MUS",2013,"1258653"
"3043","MUS",2014,"1260934"
"3044","MUS",2015,"1262605"
"3045","MUS",2016,"1263473"
"3046","MUS",2017,"1264613"
"3047","MUS",2018,"1265303"
"3048","MUS",2019,"1265711"
"3049","MEX",1996,"93147045"
"3050","MEX",1997,"94611008"
"3051","MEX",1998,"96056313"
"3052","MEX",1999,"97484823"
"3053","MEX",2000,"98899845"
"3054","MEX",2001,"100298152"
"3055","MEX",2002,"101684764"
"3056","MEX",2003,"103081020"
"3057","MEX",2004,"104514934"
"3058","MEX",2005,"106005199"
"3059","MEX",2006,"107560155"
"3060","MEX",2007,"109170503"
"3061","MEX",2008,"110815272"
"3062","MEX",2009,"112463886"
"3063","MEX",2010,"114092961"
"3064","MEX",2011,"115695468"
"3065","MEX",2012,"117274156"
"3066","MEX",2013,"118827158"
"3067","MEX",2014,"120355137"
"3068","MEX",2015,"121858251"
"3069","MEX",2016,"123333379"
"3070","MEX",2017,"124777326"
"3071","MEX",2018,"126190782"
"3072","MEX",2019,"127575529"
"3073","FSM",1996,"108311"
"3074","FSM",1997,"108473"
"3075","FSM",1998,"108206"
"3076","FSM",1999,"107769"
"3077","FSM",2000,"107405"
"3078","FSM",2001,"107170"
"3079","FSM",2002,"107027"
"3080","FSM",2003,"106902"
"3081","FSM",2004,"106624"
"3082","FSM",2005,"106135"
"3083","FSM",2006,"105374"
"3084","FSM",2007,"104442"
"3085","FSM",2008,"103549"
"3086","FSM",2009,"102971"
"3087","FSM",2010,"102916"
"3088","FSM",2011,"103448"
"3089","FSM",2012,"104506"
"3090","FSM",2013,"105922"
"3091","FSM",2014,"107444"
"3092","FSM",2015,"108886"
"3093","FSM",2016,"110215"
"3094","FSM",2017,"111461"
"3095","FSM",2018,"112640"
"3096","FSM",2019,"113811"
"3097","MDA",1996,"2946401"
"3098","MDA",1997,"2935524"
"3099","MDA",1998,"2934339"
"3100","MDA",1999,"2929735"
"3101","MDA",2000,"2923783"
"3102","MDA",2001,"2917252"
"3103","MDA",2002,"2910504"
"3104","MDA",2003,"2902320"
"3105","MDA",2004,"2895147"
"3106","MDA",2005,"2888111"
"3107","MDA",2006,"2880095"
"3108","MDA",2007,"2873429"
"3109","MDA",2008,"2867964"
"3110","MDA",2009,"2864346"
"3111","MDA",2010,"2861487"
"3112","MDA",2011,"2859833"
"3113","MDA",2012,"2859458"
"3114","MDA",2013,"2858692"
"3115","MDA",2014,"2856950"
"3116","MDA",2015,"2834530"
"3117","MDA",2016,"2802170"
"3118","MDA",2017,"2755158"
"3119","MDA",2018,"2708214"
"3120","MDA",2019,"2663251"
"3121","MCO",1996,"31001"
"3122","MCO",1997,"31268"
"3123","MCO",1998,"31554"
"3124","MCO",1999,"31836"
"3125","MCO",2000,"32148"
"3126","MCO",2001,"32474"
"3127","MCO",2002,"32804"
"3128","MCO",2003,"33144"
"3129","MCO",2004,"33499"
"3130","MCO",2005,"33842"
"3131","MCO",2006,"34189"
"3132","MCO",2007,"34524"
"3133","MCO",2008,"34860"
"3134","MCO",2009,"35223"
"3135","MCO",2010,"35609"
"3136","MCO",2011,"36025"
"3137","MCO",2012,"36459"
"3138","MCO",2013,"36899"
"3139","MCO",2014,"37320"
"3140","MCO",2015,"37723"
"3141","MCO",2016,"38070"
"3142","MCO",2017,"38392"
"3143","MCO",2018,"38682"
"3144","MCO",2019,"38967"
"3145","MNG",1996,"2316571"
"3146","MNG",1997,"2335744"
"3147","MNG",1998,"2355667"
"3148","MNG",1999,"2376228"
"3149","MNG",2000,"2397417"
"3150","MNG",2001,"2419594"
"3151","MNG",2002,"2443261"
"3152","MNG",2003,"2468765"
"3153","MNG",2004,"2496394"
"3154","MNG",2005,"2526429"
"3155","MNG",2006,"2558854"
"3156","MNG",2007,"2593819"
"3157","MNG",2008,"2631899"
"3158","MNG",2009,"2673794"
"3159","MNG",2010,"2719902"
"3160","MNG",2011,"2770357"
"3161","MNG",2012,"2824698"
"3162","MNG",2013,"2881783"
"3163","MNG",2014,"2940111"
"3164","MNG",2015,"2998433"
"3165","MNG",2016,"3056358"
"3166","MNG",2017,"3113788"
"3167","MNG",2018,"3170214"
"3168","MNG",2019,"3225166"
"3169","MNE",1996,"611003"
"3170","MNE",1997,"609520"
"3171","MNE",1998,"607662"
"3172","MNE",1999,"606001"
"3173","MNE",2000,"604950"
"3174","MNE",2001,"607389"
"3175","MNE",2002,"609828"
"3176","MNE",2003,"612267"
"3177","MNE",2004,"613353"
"3178","MNE",2005,"614261"
"3179","MNE",2006,"615025"
"3180","MNE",2007,"615875"
"3181","MNE",2008,"616969"
"3182","MNE",2009,"618294"
"3183","MNE",2010,"619428"
"3184","MNE",2011,"620079"
"3185","MNE",2012,"620601"
"3186","MNE",2013,"621207"
"3187","MNE",2014,"621810"
"3188","MNE",2015,"622159"
"3189","MNE",2016,"622303"
"3190","MNE",2017,"622373"
"3191","MNE",2018,"622227"
"3192","MNE",2019,"622028"
"3193","MAR",1996,"27383472"
"3194","MAR",1997,"27754573"
"3195","MAR",1998,"28110447"
"3196","MAR",1999,"28455504"
"3197","MAR",2000,"28793672"
"3198","MAR",2001,"29126323"
"3199","MAR",2002,"29454765"
"3200","MAR",2003,"29782884"
"3201","MAR",2004,"30115196"
"3202","MAR",2005,"30455563"
"3203","MAR",2006,"30804689"
"3204","MAR",2007,"31163670"
"3205","MAR",2008,"31536807"
"3206","MAR",2009,"31929087"
"3207","MAR",2010,"32343384"
"3208","MAR",2011,"32781860"
"3209","MAR",2012,"33241898"
"3210","MAR",2013,"33715705"
"3211","MAR",2014,"34192358"
"3212","MAR",2015,"34663608"
"3213","MAR",2016,"35126274"
"3214","MAR",2017,"35581257"
"3215","MAR",2018,"36029089"
"3216","MAR",2019,"36471766"
"3217","MOZ",1996,"15960445"
"3218","MOZ",1997,"16397175"
"3219","MOZ",1998,"16813946"
"3220","MOZ",1999,"17244176"
"3221","MOZ",2000,"17711925"
"3222","MOZ",2001,"18221884"
"3223","MOZ",2002,"18764147"
"3224","MOZ",2003,"19331097"
"3225","MOZ",2004,"19910549"
"3226","MOZ",2005,"20493927"
"3227","MOZ",2006,"21080108"
"3228","MOZ",2007,"21673319"
"3229","MOZ",2008,"22276596"
"3230","MOZ",2009,"22894718"
"3231","MOZ",2010,"23531567"
"3232","MOZ",2011,"24187500"
"3233","MOZ",2012,"24862673"
"3234","MOZ",2013,"25560752"
"3235","MOZ",2014,"26286192"
"3236","MOZ",2015,"27042001"
"3237","MOZ",2016,"27829930"
"3238","MOZ",2017,"28649007"
"3239","MOZ",2018,"29496009"
"3240","MOZ",2019,"30366043"
"3241","MMR",1996,"44452203"
"3242","MMR",1997,"45027223"
"3243","MMR",1998,"45611220"
"3244","MMR",1999,"46181075"
"3245","MMR",2000,"46719698"
"3246","MMR",2001,"47225119"
"3247","MMR",2002,"47702163"
"3248","MMR",2003,"48148907"
"3249","MMR",2004,"48564489"
"3250","MMR",2005,"48949931"
"3251","MMR",2006,"49301049"
"3252","MMR",2007,"49621479"
"3253","MMR",2008,"49929642"
"3254","MMR",2009,"50250366"
"3255","MMR",2010,"50600827"
"3256","MMR",2011,"50990612"
"3257","MMR",2012,"51413703"
"3258","MMR",2013,"51852464"
"3259","MMR",2014,"52280816"
"3260","MMR",2015,"52680724"
"3261","MMR",2016,"53045199"
"3262","MMR",2017,"53382521"
"3263","MMR",2018,"53708318"
"3264","MMR",2019,"54045422"
"3265","NAM",1996,"1663378"
"3266","NAM",1997,"1698029"
"3267","NAM",1998,"1731635"
"3268","NAM",1999,"1763861"
"3269","NAM",2000,"1794583"
"3270","NAM",2001,"1823667"
"3271","NAM",2002,"1851519"
"3272","NAM",2003,"1879113"
"3273","NAM",2004,"1907737"
"3274","NAM",2005,"1938316"
"3275","NAM",2006,"1971318"
"3276","NAM",2007,"2006516"
"3277","NAM",2008,"2043382"
"3278","NAM",2009,"2081039"
"3279","NAM",2010,"2118877"
"3280","NAM",2011,"2156698"
"3281","NAM",2012,"2194777"
"3282","NAM",2013,"2233506"
"3283","NAM",2014,"2273426"
"3284","NAM",2015,"2314901"
"3285","NAM",2016,"2358044"
"3286","NAM",2017,"2402623"
"3287","NAM",2018,"2448300"
"3288","NAM",2019,"2494524"
"3289","NRU",1996,"10677"
"3290","NRU",1997,"10643"
"3291","NRU",1998,"10567"
"3292","NRU",1999,"10449"
"3293","NRU",2000,"10335"
"3294","NRU",2001,"10219"
"3295","NRU",2002,"10102"
"3296","NRU",2003,"9990"
"3297","NRU",2004,"9906"
"3298","NRU",2005,"9848"
"3299","NRU",2006,"9827"
"3300","NRU",2007,"9846"
"3301","NRU",2008,"9880"
"3302","NRU",2009,"9945"
"3303","NRU",2010,"10009"
"3304","NRU",2011,"10069"
"3305","NRU",2012,"10136"
"3306","NRU",2013,"10208"
"3307","NRU",2014,"10289"
"3308","NRU",2015,"10374"
"3309","NRU",2016,"10474"
"3310","NRU",2017,"10577"
"3311","NRU",2018,"10678"
"3312","NRU",2019,"10764"
"3313","NPL",1996,"22090352"
"3314","NPL",1997,"22584772"
"3315","NPL",1998,"23057875"
"3316","NPL",1999,"23509971"
"3317","NPL",2000,"23941099"
"3318","NPL",2001,"24347113"
"3319","NPL",2002,"24725625"
"3320","NPL",2003,"25080880"
"3321","NPL",2004,"25419337"
"3322","NPL",2005,"25744500"
"3323","NPL",2006,"26066687"
"3324","NPL",2007,"26382586"
"3325","NPL",2008,"26666581"
"3326","NPL",2009,"26883531"
"3327","NPL",2010,"27013207"
"3328","NPL",2011,"27041220"
"3329","NPL",2012,"26989160"
"3330","NPL",2013,"26916795"
"3331","NPL",2014,"26905982"
"3332","NPL",2015,"27015033"
"3333","NPL",2016,"27263430"
"3334","NPL",2017,"27632682"
"3335","NPL",2018,"28095712"
"3336","NPL",2019,"28608715"
"3337","NLD",1996,"15530498"
"3338","NLD",1997,"15610650"
"3339","NLD",1998,"15707209"
"3340","NLD",1999,"15812088"
"3341","NLD",2000,"15925513"
"3342","NLD",2001,"16046180"
"3343","NLD",2002,"16148929"
"3344","NLD",2003,"16225302"
"3345","NLD",2004,"16281779"
"3346","NLD",2005,"16319868"
"3347","NLD",2006,"16346101"
"3348","NLD",2007,"16381696"
"3349","NLD",2008,"16445593"
"3350","NLD",2009,"16530388"
"3351","NLD",2010,"16615394"
"3352","NLD",2011,"16693074"
"3353","NLD",2012,"16754962"
"3354","NLD",2013,"16804432"
"3355","NLD",2014,"16865008"
"3356","NLD",2015,"16939923"
"3357","NLD",2016,"17030314"
"3358","NLD",2017,"17131296"
"3359","NLD",2018,"17231624"
"3360","NLD",2019,"17344874"
"3361","NCL",1996,"197564"
"3362","NCL",1997,"201418"
"3363","NCL",1998,"205279"
"3364","NCL",1999,"209214"
"3365","NCL",2000,"213230"
"3366","NCL",2001,"217324"
"3367","NCL",2002,"221490"
"3368","NCL",2003,"225296"
"3369","NCL",2004,"228750"
"3370","NCL",2005,"232250"
"3371","NCL",2006,"235750"
"3372","NCL",2007,"239250"
"3373","NCL",2008,"242750"
"3374","NCL",2009,"245950"
"3375","NCL",2010,"249750"
"3376","NCL",2011,"254350"
"3377","NCL",2012,"259000"
"3378","NCL",2013,"263650"
"3379","NCL",2014,"268050"
"3380","NCL",2015,"268700"
"3381","NCL",2016,"269350"
"3382","NCL",2017,"270000"
"3383","NCL",2018,"270650"
"3384","NCL",2019,"271300"
"3385","NZL",1996,"3732000"
"3386","NZL",1997,"3781300"
"3387","NZL",1998,"3815000"
"3388","NZL",1999,"3835100"
"3389","NZL",2000,"3857700"
"3390","NZL",2001,"3880500"
"3391","NZL",2002,"3948500"
"3392","NZL",2003,"4027200"
"3393","NZL",2004,"4087500"
"3394","NZL",2005,"4133900"
"3395","NZL",2006,"4184600"
"3396","NZL",2007,"4223800"
"3397","NZL",2008,"4259800"
"3398","NZL",2009,"4302600"
"3399","NZL",2010,"4350700"
"3400","NZL",2011,"4384000"
"3401","NZL",2012,"4408100"
"3402","NZL",2013,"4442100"
"3403","NZL",2014,"4516500"
"3404","NZL",2015,"4609400"
"3405","NZL",2016,"4714100"
"3406","NZL",2017,"4813600"
"3407","NZL",2018,"4900600"
"3408","NZL",2019,"4979300"
"3409","NIC",1996,"4741571"
"3410","NIC",1997,"4827658"
"3411","NIC",1998,"4910642"
"3412","NIC",1999,"4991041"
"3413","NIC",2000,"5069310"
"3414","NIC",2001,"5145367"
"3415","NIC",2002,"5219324"
"3416","NIC",2003,"5292115"
"3417","NIC",2004,"5364930"
"3418","NIC",2005,"5438692"
"3419","NIC",2006,"5513757"
"3420","NIC",2007,"5590066"
"3421","NIC",2008,"5667436"
"3422","NIC",2009,"5745538"
"3423","NIC",2010,"5824058"
"3424","NIC",2011,"5903035"
"3425","NIC",2012,"5982530"
"3426","NIC",2013,"6062462"
"3427","NIC",2014,"6142734"
"3428","NIC",2015,"6223234"
"3429","NIC",2016,"6303970"
"3430","NIC",2017,"6384843"
"3431","NIC",2018,"6465502"
"3432","NIC",2019,"6545503"
"3433","NER",1996,"9826600"
"3434","NER",1997,"10178196"
"3435","NER",1998,"10545720"
"3436","NER",1999,"10929922"
"3437","NER",2000,"11331561"
"3438","NER",2001,"11751364"
"3439","NER",2002,"12189988"
"3440","NER",2003,"12647983"
"3441","NER",2004,"13125914"
"3442","NER",2005,"13624474"
"3443","NER",2006,"14143969"
"3444","NER",2007,"14685404"
"3445","NER",2008,"15250913"
"3446","NER",2009,"15843131"
"3447","NER",2010,"16464025"
"3448","NER",2011,"17114770"
"3449","NER",2012,"17795209"
"3450","NER",2013,"18504287"
"3451","NER",2014,"19240182"
"3452","NER",2015,"20001663"
"3453","NER",2016,"20788789"
"3454","NER",2017,"21602388"
"3455","NER",2018,"22442831"
"3456","NER",2019,"23310719"
"3457","NGA",1996,"110668784"
"3458","NGA",1997,"113457661"
"3459","NGA",1998,"116319763"
"3460","NGA",1999,"119260055"
"3461","NGA",2000,"122283853"
"3462","NGA",2001,"125394046"
"3463","NGA",2002,"128596079"
"3464","NGA",2003,"131900634"
"3465","NGA",2004,"135320420"
"3466","NGA",2005,"138865014"
"3467","NGA",2006,"142538305"
"3468","NGA",2007,"146339971"
"3469","NGA",2008,"150269622"
"3470","NGA",2009,"154324939"
"3471","NGA",2010,"158503203"
"3472","NGA",2011,"162805080"
"3473","NGA",2012,"167228803"
"3474","NGA",2013,"171765819"
"3475","NGA",2014,"176404931"
"3476","NGA",2015,"181137454"
"3477","NGA",2016,"185960244"
"3478","NGA",2017,"190873247"
"3479","NGA",2018,"195874685"
"3480","NGA",2019,"200963603"
"3481","MKD",1996,"1989441"
"3482","MKD",1997,"1999588"
"3483","MKD",1998,"2012052"
"3484","MKD",1999,"2024393"
"3485","MKD",2000,"2034823"
"3486","MKD",2001,"2042844"
"3487","MKD",2002,"2048930"
"3488","MKD",2003,"2053426"
"3489","MKD",2004,"2057044"
"3490","MKD",2005,"2060280"
"3491","MKD",2006,"2063132"
"3492","MKD",2007,"2065408"
"3493","MKD",2008,"2067309"
"3494","MKD",2009,"2069030"
"3495","MKD",2010,"2070737"
"3496","MKD",2011,"2072484"
"3497","MKD",2012,"2074275"
"3498","MKD",2013,"2076065"
"3499","MKD",2014,"2077780"
"3500","MKD",2015,"2079335"
"3501","MKD",2016,"2080746"
"3502","MKD",2017,"2081996"
"3503","MKD",2018,"2082957"
"3504","MKD",2019,"2083458"
"3505","MNP",1996,"47518"
"3506","MNP",1997,"50052"
"3507","MNP",1998,"52999"
"3508","MNP",1999,"55633"
"3509","MNP",2000,"57453"
"3510","MNP",2001,"58319"
"3511","MNP",2002,"58412"
"3512","MNP",2003,"57954"
"3513","MNP",2004,"57240"
"3514","MNP",2005,"56547"
"3515","MNP",2006,"55886"
"3516","MNP",2007,"55215"
"3517","MNP",2008,"54621"
"3518","MNP",2009,"54194"
"3519","MNP",2010,"53971"
"3520","MNP",2011,"54013"
"3521","MNP",2012,"54306"
"3522","MNP",2013,"54786"
"3523","MNP",2014,"55301"
"3524","MNP",2015,"55779"
"3525","MNP",2016,"56187"
"3526","MNP",2017,"56553"
"3527","MNP",2018,"56889"
"3528","MNP",2019,"57213"
"3529","NOR",1996,"4381336"
"3530","NOR",1997,"4405157"
"3531","NOR",1998,"4431464"
"3532","NOR",1999,"4461913"
"3533","NOR",2000,"4490967"
"3534","NOR",2001,"4513751"
"3535","NOR",2002,"4538159"
"3536","NOR",2003,"4564855"
"3537","NOR",2004,"4591910"
"3538","NOR",2005,"4623291"
"3539","NOR",2006,"4660677"
"3540","NOR",2007,"4709153"
"3541","NOR",2008,"4768212"
"3542","NOR",2009,"4828726"
"3543","NOR",2010,"4889252"
"3544","NOR",2011,"4953088"
"3545","NOR",2012,"5018573"
"3546","NOR",2013,"5079623"
"3547","NOR",2014,"5137232"
"3548","NOR",2015,"5188607"
"3549","NOR",2016,"5234519"
"3550","NOR",2017,"5276968"
"3551","NOR",2018,"5311916"
"3552","NOR",2019,"5347896"
"3553","OMN",1996,"2236652"
"3554","OMN",1997,"2249759"
"3555","OMN",1998,"2251859"
"3556","OMN",1999,"2254898"
"3557","OMN",2000,"2267973"
"3558","OMN",2001,"2294959"
"3559","OMN",2002,"2334860"
"3560","OMN",2003,"2386164"
"3561","OMN",2004,"2445524"
"3562","OMN",2005,"2511254"
"3563","OMN",2006,"2580753"
"3564","OMN",2007,"2657162"
"3565","OMN",2008,"2750956"
"3566","OMN",2009,"2876186"
"3567","OMN",2010,"3041435"
"3568","OMN",2011,"3251102"
"3569","OMN",2012,"3498031"
"3570","OMN",2013,"3764805"
"3571","OMN",2014,"4027255"
"3572","OMN",2015,"4267341"
"3573","OMN",2016,"4479217"
"3574","OMN",2017,"4665926"
"3575","OMN",2018,"4829476"
"3576","OMN",2019,"4974992"
"3577","PAK",1996,"127349293"
"3578","PAK",1997,"131057432"
"3579","PAK",1998,"134843233"
"3580","PAK",1999,"138624625"
"3581","PAK",2000,"142343583"
"3582","PAK",2001,"145978408"
"3583","PAK",2002,"149549695"
"3584","PAK",2003,"153093371"
"3585","PAK",2004,"156664698"
"3586","PAK",2005,"160304007"
"3587","PAK",2006,"164022626"
"3588","PAK",2007,"167808106"
"3589","PAK",2008,"171648984"
"3590","PAK",2009,"175525610"
"3591","PAK",2010,"179424643"
"3592","PAK",2011,"183340168"
"3593","PAK",2012,"187280125"
"3594","PAK",2013,"191260799"
"3595","PAK",2014,"195305012"
"3596","PAK",2015,"199426953"
"3597","PAK",2016,"203631356"
"3598","PAK",2017,"207906210"
"3599","PAK",2018,"212228288"
"3600","PAK",2019,"216565317"
"3601","PLW",1996,"17599"
"3602","PLW",1997,"18016"
"3603","PLW",1998,"18409"
"3604","PLW",1999,"18773"
