"iso3","year","tax_to_gdp","real_gdp_growth","real_gdp_capita","trade_open","industry_value_gdp","natural_rent_gdp","nomina_gdp","total_aid_gdp","loan_gdp","grant_gdp","aid_dist","aid_col","cross"
"AGO",2001,NA,4.205998556,2471.664627,150.3357947,64.88381154,38.43442666,8936063723,9.49411313861106,0.138315933985423,3.0256051028834,7.13912486017863,0,51439.063376
"AGO",2009,NA,0.858712615,3963.24842,122.4461423,44.05637617,30.73249868,70307163678,5.09555472385102,0.00182058261639209,0.338059434581306,7.13912486017863,0,51439.063376
"AGO",2012,NA,8.542187643,4167.125797,91.80009861,56.91821975,36.22851635,1.28e+11,0.2014609375,0.0281640625,0.1650859375,7.13912486017863,0,51439.063376
"AGO",2011,NA,3.471976345,3979.815051,99.98250785,56.02651474,41.15369433,1.12e+11,2.83708928571429,-0.00782142857142857,0.1808125,7.13912486017863,0,51439.063376
"AGO",2018,NA,-2.003629727,3595.106667,66.37811082,47.93154163,27.42822035,1.01e+11,-0.648594059405941,-0.025019801980198,0.187227722772277,7.13912486017863,0,51439.063376
"AGO",1996,NA,13.54436976,2360.087804,NA,67.82067594,46.00789611,7526963964,4.84830273859937,1.11824635274685,4.98381554361325,7.13912486017863,0,51439.063376
"AGO",1995,NA,15.00000003,2146.455653,NA,60.28517579,42.40854253,5561222222,8.84823480085706,0.315757926927165,7.17234420919352,7.13912486017863,0,51439.063376
"AGO",2014,NA,4.822627568,4272.455537,79.33292751,46.20332557,23.67103715,1.46e+11,3.67154109589041,0.0241164383561644,0.137993150684932,7.13912486017863,0,51439.063376
"AGO",2010,NA,4.403932543,3988.623646,104.12363,52.36843489,40.14246391,83799496611,1.08587764461649,-0.0108353872841858,0.292770255099355,7.13912486017863,0,51439.063376
"AGO",2006,NA,11.54768318,3464.234669,94.62515933,58.10933117,43.49004533,52381006892,1.48343845623684,-0.389148685935497,0.701513815413352,7.13912486017863,0,51439.063376
"AGO",2016,NA,-2.580049644,3924.620471,53.37015528,42.64356678,10.85711419,1.01e+11,4.56859405940594,0.0100990099009901,0.196148514851485,7.13912486017863,0,51439.063376
