"","iso3","year","tax_to_gdp","real_gdp_growth","real_gdp_capita","trade_open","industry_value_gdp","natural_rent_gdp","nomina_gdp","col.aid","dist.aid","religion.aid","total_aid_gdp","loan_gdp","grant_gdp","region","subregion","population","leastDeveloped"
"32","AGO",2001,NA,4.205998556,2.471664627,150.3357947,64.88381154,38.43442666,8936.063723,0,7.13912486017863,51439.06338,9.49411313861106,0.138315933985423,3.0256051028834,"Africa","Sub-Saharan Africa","16945753",1
"33","AGO",2002,NA,13.66568652,2.71744097,105.3017426,56.07579654,27.69338684,15285.594828,0,7.13912486017863,51439.06338,-2.25336340440647,0.114159770662214,2.59446887388084,"Africa","Sub-Saharan Africa","17519418",1
"34","AGO",2003,NA,2.98985001,2.705706139,103.9012268,53.11699639,24.04876527,17812.705294,0,7.13912486017863,51439.06338,2.48726957914268,0.00651220564677917,2.76392603972309,"Africa","Sub-Saharan Africa","18121477",1
"35","AGO",2004,NA,10.95286177,2.900166963,103.5799244,54.62992131,40.19370009,23552.052408,0,7.13912486017863,51439.06338,4.60643506224318,3.01226401720735,1.84748230201883,"Africa","Sub-Saharan Africa","18758138",1
"36","AGO",2005,NA,15.02891532,3.220078085,106.5909621,60.40199346,45.82718464,36970.918699,0,7.13912486017863,51439.06338,4.51162713477584,0.0835521569033542,1.03846486241194,"Africa","Sub-Saharan Africa","19433604",1
"37","AGO",2006,NA,11.54768318,3.464234669,94.62515933,58.10933117,43.49004533,52381.006892,0,7.13912486017863,51439.06338,1.48343845623684,-0.389148685935497,0.701513815413352,"Africa","Sub-Saharan Africa","20149905",1
"38","AGO",2007,NA,14.01001824,3.806849178,108.0600679,61.88353785,46.27901193,65266.452081,0,7.13912486017863,51439.06338,-0.445021892165262,-0.15415270294628,0.552519691973541,"Africa","Sub-Saharan Africa","20905360",1
"39","AGO",2008,NA,11.16613833,4.077776844,121.3647079,60.25482013,55.85217033,88538.611205,0,7.13912486017863,51439.06338,3.36951298354172,0.024102478805083,0.392743906039903,"Africa","Sub-Saharan Africa","21695636",1
"40","AGO",2009,NA,0.858712615,3.96324842,122.4461423,44.05637617,30.73249868,70307.163678,0,7.13912486017863,51439.06338,5.09555472385102,0.00182058261639209,0.338059434581306,"Africa","Sub-Saharan Africa","22514275",1
"41","AGO",2010,NA,4.403932543,3.988623646,104.12363,52.36843489,40.14246391,83799.496611,0,7.13912486017863,51439.06338,1.08587764461649,-0.0108353872841858,0.292770255099355,"Africa","Sub-Saharan Africa","23356247",1
"42","AGO",2011,NA,3.471976345,3.979815051,99.98250785,56.02651474,41.15369433,112000,0,7.13912486017863,51439.06338,2.83708928571429,-0.00782142857142857,0.1808125,"Africa","Sub-Saharan Africa","24220660",1
"43","AGO",2012,NA,8.542187643,4.167125797,91.80009861,56.91821975,36.22851635,128000,0,7.13912486017863,51439.06338,0.2014609375,0.0281640625,0.1650859375,"Africa","Sub-Saharan Africa","25107925",1
"44","AGO",2013,NA,4.954544646,4.220964805,86.81193078,53.36285398,30.81602521,137000,0,7.13912486017863,51439.06338,4.11855474452555,0.0542554744525547,0.155087591240876,"Africa","Sub-Saharan Africa","26015786",1
"45","AGO",2014,NA,4.822627568,4.272455537,79.33292751,46.20332557,23.67103715,146000,0,7.13912486017863,51439.06338,3.67154109589041,0.0241164383561644,0.137993150684932,"Africa","Sub-Saharan Africa","26941773",1
"46","AGO",2015,NA,0.943571561,4.166979833,62.88852079,41.93309265,10.80155578,116000,0,7.13912486017863,51439.06338,-1.19969827586207,0.186387931034483,0.141577586206897,"Africa","Sub-Saharan Africa","27884380",1
"47","AGO",2016,NA,-2.580049644,3.924620471,53.37015528,42.64356678,10.85711419,101000,0,7.13912486017863,51439.06338,4.56859405940594,0.0100990099009901,0.196148514851485,"Africa","Sub-Saharan Africa","28842482",1
"48","AGO",2017,NA,-0.147212941,3.790791565,52.25682145,42.16795355,16.45241141,122000,0,7.13912486017863,51439.06338,0.390303278688525,0.0194262295081967,0.164729508196721,"Africa","Sub-Saharan Africa","29816769",1
"49","AGO",2018,NA,-2.003629727,3.595106667,66.37811082,47.93154163,27.42822035,101000,0,7.13912486017863,51439.06338,-0.648594059405941,-0.025019801980198,0.187227722772277,"Africa","Sub-Saharan Africa","30809787",1
"50","AGO",2019,NA,-0.624644318,3.458650512,64.28857872,49.98677207,26.19426737,89417.190341,0,7.13912486017863,51439.06338,0.124271406399859,-0.173042788987133,0.229295954411116,"Africa","Sub-Saharan Africa","31825299",1
"51","ALB",1995,NA,13.32233332,1.488103306,47.61059487,NA,1.296536422,2392.764853,0,24.69545713081,0,9.22572896050475,3.0207732243048,4.52656264422319,"Europe","Southern Europe",NA,0
"52","ALB",1996,NA,9.099999444,1.633642486,44.89543922,17.37366346,1.25275915,3199.64258,0,24.69545713081,0,8.74597687095413,1.87270916990985,5.21058198944208,"Europe","Southern Europe","3168033",0
"53","ALB",1997,NA,-10.91998409,1.464379073,45.42559277,18.10957749,1.35697405,2258.51561,0,24.69545713081,0,7.82416553676156,2.48968834888859,4.95900933799612,"Europe","Southern Europe","3148281",0
"54","ALB",1998,NA,8.830087709,1.603746264,48.13739519,15.34689204,0.321535422,2545.967253,0,24.69545713081,0,10.0260519729474,4.22943381825186,6.32608293803534,"Europe","Southern Europe","3128530",0
"55","ALB",1999,NA,12.88989673,1.821970527,51.01110106,16.53644764,0.531577111,3212.119044,0,24.69545713081,0,15.9492843503717,4.31553121478894,10.882535647393,"Europe","Southern Europe","3108778",0
"56","ALB",2000,NA,6.950036134,1.961057323,63.45423801,19.39564563,1.09796102,3480.355189,0,24.69545713081,0,6.64070152180091,2.92872406592751,6.20396448852221,"Europe","Southern Europe","3089027",0
"57","ALB",2001,NA,8.290070027,2.143653801,66.49104468,21.73566042,0.755950478,3922.099471,0,24.69545713081,0,8.76596839376795,1.77812930334015,5.06871387301436,"Europe","Southern Europe","3060173",0
"58","ALB",2002,NA,4.53996064,2.247705088,68.52513128,23.10639541,0.76079824,4348.070165,0,24.69545713081,0,7.36809637017438,2.75731520997661,4.31156795741359,"Europe","Southern Europe","3051010",0
"59","ALB",2003,NA,5.530050778,2.380895778,67.02063654,24.05558276,0.733194369,5611.492283,0,24.69545713081,0,6.77502491007168,1.63200794693136,4.59253950648265,"Europe","Southern Europe","3039616",0
"60","ALB",2004,NA,5.509998693,2.522603857,67.04714687,24.66552309,0.770849476,7184.681399,0,24.69545713081,0,7.32614253532887,1.35733228217431,2.83130160828444,"Europe","Southern Europe","3026939",0
"61","ALB",2005,NA,5.529914809,2.675760999,70.87230464,25.0817045,1.018382373,8052.075642,0,24.69545713081,0,5.93374952301522,0.923861167075708,2.98904295862053,"Europe","Southern Europe","3011487",0
"62","ALB",2006,NA,5.900083957,2.851567369,74.26709433,25.30818687,1.321831442,8896.073938,0,24.69545713081,0,5.68925127564514,0.831490391329074,2.81101530565988,"Europe","Southern Europe","2992547",0
"63","ALB",2007,NA,5.979982036,3.045015606,83.20206143,25.3402999,1.761086092,10677.32149,0,24.69545713081,0,6.32171655252838,0.698489785756184,2.19231012402531,"Europe","Southern Europe","2970017",0
"64","ALB",2008,NA,7.49996956,3.298605602,77.45170257,25.16102027,1.10999895,12881.354104,0,24.69545713081,0,6.72569042823667,0.485352700463268,2.34703585942194,"Europe","Southern Europe","2947314",0
"65","ALB",2009,NA,3.350066528,3.432162465,75.09484019,24.41365129,0.605979694,12044.223353,0,24.69545713081,0,6.94324553348392,0.732633374637818,2.23268858537914,"Europe","Southern Europe","2927519",0
"66","ALB",2010,NA,3.706892301,3.577103981,76.54340948,24.93746701,1.57450583,11926.928506,0,24.69545713081,0,8.12505918445387,0.857219861329485,2.22052140135466,"Europe","Southern Europe","2913021",0
"67","ALB",2011,NA,2.545321845,3.678034042,81.21854856,24.48440752,3.178895493,12890.765324,0,24.69545713081,0,7.2898697352781,0.891335751695669,2.05309765051154,"Europe","Southern Europe","2905195",0
"68","ALB",2012,NA,1.417525992,3.736336637,76.51017401,22.91851392,3.377276961,12319.830252,0,24.69545713081,0,5.83019396621472,0.856261797786335,1.98200782807344,"Europe","Southern Europe","2900401",0
"69","ALB",2013,NA,1.00198715,3.780694571,75.87378166,23.0613369,2.947406347,12776.217195,0,24.69545713081,0,1.14431367100753,0.537952658059834,1.57589681614676,"Europe","Southern Europe","2895092",0
"70","ALB",2014,NA,1.774486785,3.855757468,75.40783406,21.50885789,3.075781739,13228.144008,0,24.69545713081,0,3.71692355104878,0.303746315248007,1.84031864071615,"Europe","Southern Europe","2889104",0
"71","ALB",2015,NA,2.218752232,3.952801215,71.80104013,21.76366248,1.621620436,11386.846319,0,24.69545713081,0,5.80880764936931,0.351809437641713,2.595977777506,"Europe","Southern Europe","2880703",0
"72","ALB",2016,NA,3.314804753,4.090363323,74.80982141,21.14194326,1.333386872,11861.200797,0,24.69545713081,0,1.2645431315684,-0.337824143489205,1.79526511391543,"Europe","Southern Europe","2876101",0
"73","ALB",2017,NA,3.802197488,4.24979385,78.19427508,20.35836057,1.357555735,13019.693451,0,24.69545713081,0,3.5417884586567,-0.368672274663374,1.66447851338124,"Europe","Southern Europe","2873457",0
"74","ALB",2018,NA,4.071301295,4.433741739,76.85588775,21.28403045,1.818064699,15147.020535,0,24.69545713081,0,4.98995824461659,0.4906575509571,1.82181043039036,"Europe","Southern Europe","2866376",0
"75","ALB",2019,NA,2.173692288,4.549457441,76.85412582,20.23596249,1.591731888,15286.612573,0,24.69545713081,0,2.15266788785647,-1.46363361360502,1.65399625844236,"Europe","Southern Europe","2854191",0
"76","ARG",1990,13.26,NA,NA,NA,NA,NA,NA,477.317974,5.66988637919986,51439.06338,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,0
"77","ARG",1991,15.11,NA,NA,NA,NA,NA,NA,477.317974,5.66988637919986,51439.06338,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,0
"78","ARG",1992,17.64,NA,NA,NA,NA,NA,NA,477.317974,5.66988637919986,51439.06338,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,0
"79","ARG",1993,19.34,NA,NA,NA,NA,NA,NA,477.317974,5.66988637919986,51439.06338,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,0
"80","ARG",1994,19.2,NA,NA,NA,NA,NA,NA,477.317974,5.66988637919986,51439.06338,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,0
"81","ARG",1995,18.13,-2.845209611,10.00309169,19.77142309,26.30121034,1.26936337,258000,477.317974,5.66988637919986,51439.06338,3.09049612403101,0.0108643410852713,0.0465736434108527,"Americas","Latin America and the Caribbean",NA,0
"82","ARG",1996,17.66,5.526689827,10.43068249,21.50646841,26.59256064,1.630527564,272000,477.317974,5.66988637919986,51439.06338,2.31516544117647,0.00639338235294118,0.038625,"Americas","Latin America and the Caribbean","35246376",0
"83","ARG",1997,18.45,8.111046771,11.14672103,23.33617884,27.17915089,1.444969061,293000,477.317974,5.66988637919986,51439.06338,4.71049146757679,-0.00251877133105802,0.0363993174061433,"Americas","Latin America and the Caribbean","35657438",0
"84","ARG",1998,18.81,3.850178852,11.44556494,23.35002797,26.71213576,0.824825665,299000,477.317974,5.66988637919986,51439.06338,4.24210702341137,-0.0106020066889632,0.0353344481605351,"Americas","Latin America and the Caribbean","36063451",0
"85","ARG",1999,18.93,-3.385457041,10.93564459,21.38274496,26.1936305,1.365099038,284000,477.317974,5.66988637919986,51439.06338,9.15510915492958,-0.00301056338028169,0.0320211267605634,"Americas","Latin America and the Caribbean","36467218",0
"86","ARG",2000,19.22,-0.788998939,10.73060822,22.62244478,25.99083601,2.289973591,284000,477.317974,5.66988637919986,51439.06338,2.80752464788732,-0.00497535211267606,0.0312288732394366,"Americas","Latin America and the Caribbean","36870796",0
"87","ARG",2001,18.73,-4.408839683,10.14610682,21.85225545,25.24343398,1.934761012,269000,477.317974,5.66988637919986,51439.06338,0.0851226765799256,0.0267620817843866,0.0318438661710037,"Americas","Latin America and the Caribbean","37275644",0
"88","ARG",2002,17.8,-10.89448483,8.943308002,41.75272436,30.55773709,5.829834452,97724.004252,477.317974,5.66988637919986,51439.06338,-5.84765231811819,-0.0134050994945102,0.114721046132026,"Americas","Latin America and the Caribbean","37681743",0
"89","ARG",2003,20.96,8.837040796,9.629844086,40.64474803,32.6450991,5.133473873,128000,477.317974,5.66988637919986,51439.06338,-2.9976484375,0.013578125,0.07840625,"Americas","Latin America and the Caribbean","38087866",0
"90","ARG",2004,24.33,9.029573301,10.38915127,40.69264611,28.81692201,4.958780527,165000,477.317974,5.66988637919986,51439.06338,-1.0449696969697,0.00500606060606061,0.0539939393939394,"Americas","Latin America and the Caribbean","38491970",0
"91","ARG",2005,24.53,8.85165992,11.19217958,40.55127097,28.62631404,5.760672106,199000,477.317974,5.66988637919986,51439.06338,-2.50395477386935,0.00742713567839196,0.0397537688442211,"Americas","Latin America and the Caribbean","38892924",0
"92","ARG",2006,25.08,8.0471515,11.97065539,40.43347987,29.20327967,6.135958797,233000,477.317974,5.66988637919986,51439.06338,1.77242918454936,0.00850643776824034,0.0405064377682403,"Americas","Latin America and the Caribbean","39289876",0
"93","ARG",2007,26.37,9.007650875,12.91923536,40.94517062,27.41523613,4.995812922,288000,477.317974,5.66988637919986,51439.06338,2.13144791666667,-0.00674652777777778,0.0380729166666667,"Americas","Latin America and the Caribbean","39684303",0
"94","ARG",2008,27.62,4.057233103,13.31062368,40.40267338,26.27245994,5.038827371,362000,477.317974,5.66988637919986,51439.06338,1.33042541436464,-0.000168508287292818,0.034707182320442,"Americas","Latin America and the Caribbean","40080159",0
"95","ARG",2009,28.92,-5.918525076,12.39828358,34.05712691,25.2842048,3.069357206,333000,477.317974,5.66988637919986,51439.06338,0.631489489489489,-0.00360660660660661,0.0384564564564565,"Americas","Latin America and the Caribbean","40482786",0
"96","ARG",2010,29.07,10.12539816,13.55133919,34.97101326,25.25877626,3.329394894,424000,477.317974,5.66988637919986,51439.06338,-0.654837264150943,0.00560377358490566,0.0252216981132075,"Americas","Latin America and the Caribbean","40788453",0
"97","ARG",2011,29.3,6.003951693,14.20026989,35.206155,25.21269761,3.708190851,530000,477.317974,5.66988637919986,51439.06338,0.79062641509434,-0.00448490566037736,0.0228037735849057,"Americas","Latin America and the Caribbean","41261490",0
"98","ARG",2012,30.64,-1.026420454,13.89563371,30.52654237,24.42905706,3.40459291,546000,477.317974,5.66988637919986,51439.06338,0.288351648351648,0.0149029304029304,0.0177710622710623,"Americas","Latin America and the Caribbean","41733271",0
"99","ARG",2013,31.18,2.405323781,14.07150868,29.333929,24.00588144,3.000047416,552000,477.317974,5.66988637919986,51439.06338,0.547195652173913,-0.00935869565217391,0.0157663043478261,"Americas","Latin America and the Caribbean","42202935",0
"100","ARG",2014,31.12,-2.512615321,13.56794842,28.40679365,24.27739449,2.733557678,526000,477.317974,5.66988637919986,51439.06338,0.5386463878327,-0.00659315589353612,0.0158783269961977,"Americas","Latin America and the Caribbean","42669500",0
"101","ARG",2015,31.45,2.731159828,13.78906042,22.48622609,23.15305614,1.081226358,595000,477.317974,5.66988637919986,51439.06338,1.466,-0.0145579831932773,0.0114084033613445,"Americas","Latin America and the Caribbean","43131966",0
"102","ARG",2016,30.66,-2.080327844,13.36021183,26.09388785,22.05410721,0.936007816,558000,477.317974,5.66988637919986,51439.06338,0.283073476702509,-0.0120394265232975,0.0125394265232975,"Americas","Latin America and the Caribbean","43590368",0
"103","ARG",2017,30.04,2.818502978,13.59503736,25.28960114,21.78212322,1.126360021,644000,477.317974,5.66988637919986,51439.06338,1.35903881987578,-0.0119503105590062,0.0118136645962733,"Americas","Latin America and the Caribbean","44044811",0
"104","ARG",2018,28.9,-2.565351882,13.11240113,31.17494154,23.05893032,2.129515087,518000,477.317974,5.66988637919986,51439.06338,1.84807722007722,-0.00088030888030888,0.0150598455598456,"Americas","Latin America and the Caribbean","44494502",0
"105","ARG",2019,28.65,-2.088014861,12.71170519,32.62764373,23.40985342,2.071184086,445000,477.317974,5.66988637919986,51439.06338,0.783770786516854,-0.0164584269662921,0.0205977528089888,"Americas","Latin America and the Caribbean","44938712",0
"106","ARM",1995,NA,6.89999842,0.9585062383,86.11485707,NA,0.587001307,1468.317435,0,12.2633317954848,51439.06338,16.6530747487855,6.02730703119384,8.799868265543,"Asia","Western Asia",NA,0
"107","ARM",1996,NA,5.865400749,1.030463922,79.22956012,NA,0.315447046,1596.968946,0,12.2633317954848,51439.06338,19.0485858076291,9.51677866878195,8.78539312560934,"Asia","Western Asia","3168213",0
"108","ARM",1997,NA,3.3210797,1.076625039,78.54774505,NA,0.325824781,1639.492445,0,12.2633317954848,51439.06338,11.5102695700437,7.13818476912835,3.00336852116449,"Asia","Western Asia","3133081",0
"109","ARM",1998,NA,7.299999988,1.164282219,71.84245188,NA,0.114669585,1893.726437,0,12.2633317954848,51439.06338,10.0347123157367,6.08694042327509,4.1711410083673,"Asia","Western Asia","3108691",0
"110","ARM",1999,NA,3.300000001,1.210362395,70.56047914,NA,0.177492136,1845.482173,0,12.2633317954848,51439.06338,13.0356176569797,5.75134247043198,5.58661587244712,"Asia","Western Asia","3089020",0
"111","ARM",2000,NA,5.900000003,1.289884252,72.23333023,NA,0.293454325,1911.563669,0,12.2633317954848,51439.06338,11.0584859624678,3.15448556477038,8.1394097682027,"Asia","Western Asia","3069597",0
"112","ARM",2001,NA,9.599999999,1.422476654,69.86426639,NA,0.299938082,2118.467913,0,12.2633317954848,51439.06338,9.89205447550246,3.79047515929971,6.19079473402437,"Asia","Western Asia","3050686",0
"113","ARM",2002,NA,13.2,1.619112189,73.98450184,NA,0.591149485,2376.335048,0,12.2633317954848,51439.06338,12.7566186533811,4.21615630692831,8.20717601098143,"Asia","Western Asia","3033976",0
"114","ARM",2003,NA,14,1.855596827,80.0513676,NA,0.033234597,2807.061009,0,12.2633317954848,51439.06338,8.9855546135727,3.57918832821492,5.34117354483192,"Asia","Western Asia","3017938",0
"115","ARM",2004,NA,10.5,2.062203233,73.07063399,NA,0.021722905,3576.61524,0,12.2633317954848,51439.06338,7.05499426323532,2.60637484729836,4.55458552483269,"Asia","Western Asia","3000715",0
"116","ARM",2005,NA,13.9,2.364175935,70.13973858,NA,0.010231363,4900.46995,0,12.2633317954848,51439.06338,4.40161866516496,0.46526150007307,3.05848217679613,"Asia","Western Asia","2981262",0
"117","ARM",2006,NA,13.2,2.697018983,61.03013798,NA,0.015802557,6384.451606,0,12.2633317954848,51439.06338,5.70495357279712,0.829671885212814,2.54383633901101,"Asia","Western Asia","2958301",0
"118","ARM",2007,NA,13.7,3.09336934,56.97504709,NA,0.009295978,9206.3017,0,12.2633317954848,51439.06338,6.1167884602348,1.96604462788787,1.85601130147625,"Asia","Western Asia","2932615",0
"119","ARM",2008,NA,6.9,3.335244164,54.54232796,NA,0.213475225,11662.040714,0,12.2633317954848,51439.06338,4.07029962972225,1.07554074862236,1.4628657555208,"Asia","Western Asia","2907615",0
"120","ARM",2009,NA,-14.1,2.88433947,57.27423574,NA,0.374259981,8647.936748,0,12.2633317954848,51439.06338,6.24287637308237,2.64259564632977,2.04765604976185,"Asia","Western Asia","2888094",0
"121","ARM",2010,NA,2.2,2.958838999,64.64297597,NA,2.65466288,9260.284938,0,12.2633317954848,51439.06338,5.82239103450793,1.3597853720816,2.11732145730654,"Asia","Western Asia","2877314",0
"122","ARM",2011,NA,4.699999999,3.098742304,69.43557366,NA,2.923458164,10142.111334,0,12.2633317954848,51439.06338,5.01828448967803,1.06388104455411,2.64678616867568,"Asia","Western Asia","2876536",0
"123","ARM",2012,NA,7.200000001,3.312980008,75.96167596,27.82709461,1.490134089,10619.320049,0,12.2633317954848,51439.06338,2.94717551176426,1.21975794497499,1.49058507766612,"Asia","Western Asia","2884239",0
"124","ARM",2013,NA,3.3,3.406536118,77.55504816,26.70904814,1.097153902,11121.465767,0,12.2633317954848,51439.06338,5.39497232262622,1.07467848666714,1.45313579509937,"Asia","Western Asia","2897593",0
"125","ARM",2014,NA,3.600000001,3.511225059,75.77886696,25.27053295,0.306948917,11609.51294,0,12.2633317954848,51439.06338,3.19436312200708,0.982728565699846,1.32219155784842,"Asia","Western Asia","2912403",0
"126","ARM",2015,NA,3.199999999,3.607289299,71.68207434,25.70869944,0.760031512,10553.337673,0,12.2633317954848,51439.06338,4.8828154273729,1.61342321525089,1.68003721186341,"Asia","Western Asia","2925559",0
"127","ARM",2016,NA,0.2,3.601469664,76.07796746,25.57713304,0.221817709,10546.13516,0,12.2633317954848,51439.06338,6.66680247629218,1.17303635998536,1.92364308746447,"Asia","Western Asia","2936147",0
"128","ARM",2017,NA,7.500000002,3.860218058,87.20237654,25.80953238,0.245915928,11527.458566,0,12.2633317954848,51439.06338,4.36045809336115,1.09529779939874,1.14457145297537,"Asia","Western Asia","2944789",0
"129","ARM",2018,NA,5.2,4.051384967,92.47310702,24.75655785,1.090181063,12457.941907,0,12.2633317954848,51439.06338,3.10123456092626,-0.137181567610275,1.27814049213482,"Asia","Western Asia","2951741",0
"130","ARM",2019,NA,7.599999999,4.350466198,95.73718089,24.28740021,2.110668897,13672.802158,0,12.2633317954848,51439.06338,5.50391932322144,1.93720348571725,1.1422676799914,"Asia","Western Asia","2957728",0
"131","ATG",1991,13.99,NA,NA,NA,NA,NA,NA,3659.559468,12.2475612120472,51439.06338,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,0
"132","ATG",1992,14.11,NA,NA,NA,NA,NA,NA,3659.559468,12.2475612120472,51439.06338,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,0
