"iso3","year","grant"
"SWZ",2005,44.56
"SWZ",2013,119.58
"SWZ",2006,30.36
"SWZ",2007,51.22
"SWZ",2016,133.24
"SWZ",1996,44.68
"SWZ",2008,71.62
"ETH",2000,546.96
"ETH",2001,578.7
"ETH",1998,548.84
"ETH",1997,509.16
"ETH",2007,2203.78
"ETH",1999,465.26
"ETH",2006,5870.77
"ETH",1996,591.88
"ETH",2013,2709.98
"ETH",1995,633.53
"ETH",2002,732.41
"ETH",2011,2878.6
"ETH",2008,3026.22
"ETH",2014,2523.73
"ETH",2012,2615.82
"ETH",2016,2663.19
"ETH",2004,1664.02
"ETH",2015,2384.38
"ETH",2003,1460.55
"ETH",2019,3012.38
"ETH",2010,2819.64
"ETH",2005,1690.46
"ETH",2009,2899.35
"ETH",2018,2582.83
"ETH",2017,2775.24
"FJI",2001,27.63
"FJI",2008,46.49
"FJI",2006,57.09
"FJI",1995,50.3
"FJI",2000,31.5
"FJI",2019,141.12
"FJI",2009,69.77
"FJI",2007,52.12
"FJI",2010,77.33
"FJI",2002,28.84
"FJI",1998,39.55
"FJI",2005,67.38
"FJI",1999,43
"FJI",2017,147
"FJI",2018,122.16
"FJI",1996,52.72
"FJI",2016,118.56
"FJI",1997,47.56
"FJI",2015,103.48
"FJI",2014,95.4
"FJI",2012,106.91
"FJI",2003,44.38
"FJI",2011,77.04
"FJI",2004,57.18
"FJI",2013,92.47
"PYF",1995,453.05
"PYF",1996,436.76
"PYF",1998,393.47
"PYF",1997,381.67
"PYF",1999,359.43
"GAB",2013,61.81
"GAB",2008,69.76
"GAB",2009,99.29
"GAB",2004,77.69
"GAB",2010,98.6
"GAB",2014,59.81
"GAB",2007,91.54
"GAB",2015,52.48
"GAB",2003,126.82
"GAB",2002,84.46
"GAB",2012,62.02
"GAB",2006,78.36
"GAB",2018,48.02
"GAB",2016,50.17
"GAB",2019,41.13
"GAB",1998,87.02
"GAB",2005,92.57
"GAB",1997,94.18
"GAB",1996,120.1
"GAB",2001,62.91
"GAB",2011,80.86
"GAB",2000,64.97
"GAB",1995,132.91
"GAB",1999,73.51
"GAB",2017,53.29
"GMB",1998,35.65
"GMB",2013,102.46
"GMB",1999,26.23
"GMB",2009,90.44
"GMB",2011,117.39
"GMB",2003,37.1
"GMB",1997,31.82
"GMB",1995,39.22
"GMB",2005,35.53
"GMB",1996,29.96
"GMB",2001,30.29
"GMB",2014,97.73
"GMB",2012,116.9
"GMB",2002,37.94
"GMB",2010,103.24
"GMB",2004,44.53
"GMB",2006,44.84
"GMB",2015,82.86
"GMB",2000,31.35
"GMB",2008,66.31
"GMB",2019,172.54
"GMB",2018,161.33
"GMB",2017,165.53
"GMB",2007,277.58
"GMB",2016,86.84
"GEO",2004,238.7
"GEO",2006,271.09
"GEO",2005,239.31
"GEO",2008,715.18
"GEO",2001,183.08
"GEO",2007,301.4
"GEO",2013,421.69
"GEO",2009,630.05
"GEO",2002,224.98
"GEO",2011,462.44
"GEO",2012,395.6
"GEO",2017,380.51
"GEO",2000,142.57
"GEO",2010,500.45
"GEO",1997,72.04
"GEO",1998,88.58
"GEO",2018,383.35
"GEO",1999,109.18
"GEO",2019,332.56
"GEO",2015,333.22
"GEO",2003,192.77
"GEO",2016,320.01
"GEO",1996,127.64
"GEO",1995,121.12
"GEO",2014,363.45
"GHA",2008,882.44
"GHA",2004,2069.38
"GHA",2003,681.28
"GHA",2007,843.52
"GHA",2013,932.63
"GHA",2006,5482.56
"GHA",2002,550.07
"GHA",2012,1217.22
"GHA",2011,1018.8
"GHA",2005,1152.6
"GHA",2019,784.6
"GHA",2009,1092.32
"GHA",2010,1047.99
"GHA",2000,352.93
"GHA",1999,369.62
"GHA",2001,424.24
"GHA",2016,776.37
"GHA",1997,272.07
"GHA",1995,345.33
"GHA",2018,845.52
"GHA",2015,910.06
"GHA",1996,312.85
"GHA",1998,346.54
"GHA",2014,738.62
"GHA",2017,763.43
"GIB",1996,0.3
"GIB",1997,0.37
"GIB",1998,0.22
"GIB",1999,0.03
"GIB",1995,0.33
"GRD",2017,5.29
"GRD",2009,18.39
"GRD",2008,13.38
"GRD",1999,3.6
"GRD",2006,5.64
"GRD",2005,39.13
"GRD",2007,7.86
"GRD",2001,5.13
"GRD",2010,20.05
"GRD",2013,6.8
"GRD",2014,16.58
"GRD",1995,11.91
"GRD",2000,12.09
"GRD",1998,7.54
"GRD",2003,10.01
"GRD",2004,13.71
"GRD",2019,11.03
"GRD",2012,3.63
"GRD",2018,3.43
"GRD",2002,4.48
"GRD",2016,7.29
"GRD",1996,7.74
"GRD",2015,5.62
"GRD",1997,7.4
"GRD",2011,14.81
"GTM",2009,382.42
"GTM",2000,232.56
"GTM",2008,566.3
"GTM",2001,253.2
"GTM",1998,241.85
"GTM",1999,269.79
"GTM",2012,316.71
"GTM",2019,386.61
"GTM",2015,288.81
"GTM",2004,253.11
"GTM",1997,256.52
"GTM",2005,289.24
"GTM",2007,542.25
"GTM",1996,194.39
"GTM",2016,301.89
"GTM",1995,196.1
"GTM",2010,401.64
"GTM",2018,406.22
"GTM",2011,366.59
"GTM",2013,289.09
"GTM",2006,525.25
"GTM",2002,275.78
"GTM",2003,274.34
"GTM",2017,403.05
"GTM",2014,316.31
"GIN",2019,404.07
"GIN",2001,230.62
"GIN",1998,221.81
"GIN",2000,163.09
"GIN",2016,472.54
"GIN",2002,250.62
"GIN",2010,236.13
"GIN",2011,340.37
"GIN",2009,259.08
"GIN",1995,305.99
"GIN",2005,198.72
"GIN",1997,174.43
"GIN",2018,429.07
"GIN",2007,232.11
"GIN",2015,456.15
"GIN",2003,262.18
"GIN",2008,344.89
"GIN",2017,408.54
"GIN",2014,438.19
"GIN",1999,212.19
"GIN",2004,281.75
"GIN",1996,216.63
"GIN",2012,649.19
"GIN",2006,210.55
"GIN",2013,597.83
"GNB",1998,80.09
"GNB",2001,62.49
"GNB",2004,66.67
"GNB",2003,136.59
"GNB",1999,53.94
"GNB",1996,94.59
"GNB",2002,64.74
"GNB",1997,92.69
"GNB",2007,116.66
"GNB",2000,64
"GNB",2017,92.19
"GNB",2012,80.15
"GNB",2018,97.08
"GNB",2005,67.47
"GNB",1995,99.69
"GNB",2014,108.33
"GNB",2006,96.95
"GNB",2009,156.46
"GNB",2008,135.95
"GNB",2016,188.38
"GNB",2010,267.63
"GNB",2013,108.57
"GNB",2019,101.87
"GNB",2015,85.68
"GNB",2011,113.36
"GUY",1995,37.29
"GUY",1999,102.92
"GUY",2004,110.8
"GUY",2005,118.66
"GUY",1996,52.99
"GUY",2000,63.57
"GUY",1998,111.19
"GUY",2002,45.18
"GUY",2017,37.22
"GUY",2019,86.34
"GUY",1997,209.52
"GUY",2018,53.23
"GUY",2013,58.43
"GUY",2009,112.4
"GUY",2010,109.13
"GUY",2006,372.17
"GUY",2016,68.45
"GUY",2011,112.05
"GUY",2003,48.14
"GUY",2001,67.84
"GUY",2012,73.46
"GUY",2007,71.48
"GUY",2008,118.66
"GUY",2014,148.9
"GUY",2015,29.28
"HTI",2004,288.54
"HTI",1999,209.95
"HTI",1997,239.55
"HTI",2003,192.96
"HTI",2002,156.78
"HTI",2013,1152.16
"HTI",2000,181.3
"HTI",2001,167.16
"HTI",1998,228.54
"HTI",1996,244.43
"HTI",2006,495.24
"HTI",1995,620.54
"HTI",2011,1435.19
"HTI",2008,766.77
"HTI",2012,1259.8
"HTI",2016,1022.41
"HTI",2017,994.64
"HTI",2014,1070.29
"HTI",2005,394.07
"HTI",2010,3100.81
"HTI",2015,1033.76
"HTI",2009,921.25
"HTI",2007,605.38
"HTI",2019,615.68
"HTI",2018,866.43
"HND",2017,276.59
"HND",2010,332.32
"HND",2018,357.49
"HND",2014,257.53
"HND",2006,1675.22
"HND",2019,328.16
"HND",2016,279.72
"HND",2004,357.88
"HND",2015,279.23
"HND",2007,364.09
"HND",2009,337
"HND",2008,494.63
"HND",2000,345.35
"HND",1996,171
"HND",2001,423.36
"HND",2013,242.77
"HND",1995,205.02
"HND",2002,289.98
"HND",2005,1072.36
"HND",1997,152.53
"HND",1998,231.85
"HND",1999,370.01
"HND",2003,221.97
"HND",2012,270
"HND",2011,244.43
"HKG",1996,13.52
"HKG",1995,18.07
"IND",2011,1385
"IND",2018,1107.05
"IND",2013,1395.7
"IND",2002,1006.26
"IND",1999,771.68
"IND",2012,1181.8
"IND",2009,1441.25
"IND",2014,1235.78
"IND",2017,1088.86
"IND",2019,1225.35
"IND",1996,1004.19
"IND",2008,1457.2
"IND",1998,801.89
"IND",2001,868.62
"IND",1995,995.06
"IND",1997,880.97
"IND",2007,1366.94
"IND",2015,1301.45
"IND",2016,1044.72
"IND",2003,1030.39
"IND",2000,758.03
"IND",2010,1308.79
"IND",2005,1444.4
"IND",2006,1250.13
"IND",2004,1284.79
"IDN",2006,1552.87
"IDN",2013,1404.84
"IDN",2019,946.69
"IDN",2007,1495.73
"IDN",2012,1435.87
"IDN",1998,602.25
"IDN",2017,1360.28
"IDN",2018,1072.57
"IDN",2005,1505.55
"IDN",1999,774.18
"IDN",2001,669.07
"IDN",2004,773.09
"IDN",2003,800.58
"IDN",2011,1434.99
"IDN",2010,1369.75
"IDN",2016,1082.32
"IDN",2014,1217.36
"IDN",2000,797.98
"IDN",1997,587.07
"IDN",1995,742.9
"IDN",2015,1080.25
"IDN",2002,765.2
"IDN",2008,1349.65
"IDN",1996,622.79
"IDN",2009,1389.47
"IRN",2013,143.39
"IRN",2014,140.46
"IRN",1995,142.36
"IRN",2000,100.19
"IRN",2010,141.4
"IRN",2009,119.18
"IRN",1998,123.9
"IRN",2012,154.71
"IRN",1999,122.03
"IRN",1996,139.89
"IRN",2011,137.51
"IRN",2003,137.61
"IRN",2008,124.28
"IRN",2005,115.45
"IRN",1997,140.09
"IRN",2006,128.97
"IRN",2016,152.2
"IRN",2007,122.45
"IRN",2019,215.78
"IRN",2015,121.61
"IRN",2001,93.05
"IRN",2004,200.49
"IRN",2002,111.24
"IRN",2018,178.82
"IRN",2017,163.81
"IRQ",2005,22082.02
"IRQ",2018,1903.19
"IRQ",2006,8914.79
"IRQ",2007,9251.03
"IRQ",2003,2287.93
"IRQ",2019,1976.2
"IRQ",2017,2091.62
"IRQ",2002,113.38
"IRQ",2014,984.37
"IRQ",2004,4650.65
"IRQ",2000,101.76
"IRQ",2015,1176.4
"IRQ",1997,221.93
"IRQ",2008,10036.97
"IRQ",2001,122.7
"IRQ",1996,352.36
"IRQ",2016,1731.88
"IRQ",1999,76.79
"IRQ",2012,904.89
"IRQ",1998,117.76
"IRQ",2013,807.9
"IRQ",2009,2734.04
"IRQ",2010,2001.66
"IRQ",1995,332.77
"IRQ",2011,1521.12
"ISR",1996,2366.02
"ISR",1995,448.33
"JAM",2003,68.03
"JAM",2000,75.22
"JAM",2004,146.47
"JAM",2015,92.29
"JAM",2011,88.19
"JAM",1999,57.76
"JAM",2016,78.52
"JAM",2010,162.98
"JAM",2009,171.76
"JAM",2001,106.32
"JAM",1995,114.79
"JAM",2017,89.22
"JAM",2018,114.34
"JAM",2019,90.24
"JAM",2014,130.54
"JAM",2012,87.44
"JAM",2013,133.04
"JAM",1998,123.11
"JAM",2002,83.12
"JAM",2006,117.42
"JAM",1996,76.01
"JAM",2008,141.53
"JAM",2007,93.78
"JAM",2005,137.03
"JAM",1997,76.46
"JOR",1996,313.85
"JOR",2018,2553.85
"JOR",2019,2532.8
"JOR",2015,1940.5
"JOR",2003,1352.47
"JOR",1995,379.48
"JOR",2017,2663.82
"JOR",2002,584.32
"JOR",2000,507.8
"JOR",2016,2473.07
"JOR",2004,627.42
"JOR",2014,2631.23
"JOR",1999,396.67
"JOR",2011,1048.34
"JOR",2001,476.77
"JOR",2008,792.68
"JOR",2005,712.28
"JOR",2013,1362.77
"JOR",2012,1070.08
"JOR",2009,800.49
"JOR",1998,340.08
"JOR",1997,378.04
"JOR",2006,613.96
"JOR",2010,835.6
"JOR",2007,784.02
"KAZ",2008,308.71
"KAZ",2010,226.15
"KAZ",2007,187.65
"KAZ",2002,126.13
"KAZ",2003,128.12
"KAZ",2009,265.88
"KAZ",2006,159.35
"KAZ",2016,129.57
"KAZ",2001,113.48
"KAZ",1997,96.04
"KAZ",2012,155.53
"KAZ",2005,160.95
"KAZ",2004,152.81
"KAZ",2000,117.29
"KAZ",1996,110.75
"KAZ",2017,111.67
"KAZ",2013,145.65
"KAZ",2011,244.27
"KAZ",1998,123.44
"KAZ",1995,58.86
"KAZ",2019,108.49
"KAZ",1999,114.25
"KAZ",2018,130.36
"KAZ",2015,131.01
"KAZ",2014,139.07
"KEN",2011,1799.33
"KEN",2012,2098.57
"KEN",2013,2134.04
"KEN",2006,934.16
"KEN",2003,503.78
"KEN",2007,1070.76
"KEN",2010,1382.24
"KEN",2009,1396.88
"KEN",1999,337.04
"KEN",1996,387.64
"KEN",2008,1225.69
"KEN",2004,615.12
"KEN",2002,400.82
"KEN",1995,461.93
"KEN",2014,1864.41
"KEN",2005,700.23
"KEN",2001,409.2
"KEN",2017,1876.24
"KEN",1997,383.31
"KEN",2019,1628.34
"KEN",2015,1745.04
"KEN",2000,341.91
"KEN",2018,1651.02
"KEN",1998,350.88
"KEN",2016,1692.44
"KIR",1995,14.56
"KIR",1998,17.44
"KIR",1997,15.75
"KIR",2000,16.77
"KIR",2002,19.85
"KIR",2012,66.2
"KIR",1996,12.92
"KIR",2013,62.97
"KIR",2005,26.33
"KIR",2011,64.9
"KIR",2009,25.15
"KIR",1999,21
"KIR",2003,16.01
"KIR",2001,11
"KIR",2015,57.14
"KIR",2016,46.84
"KIR",2014,76.9
"KIR",2004,14.19
"KIR",2010,23.77
"KIR",2008,26.98
"KIR",2019,50.68
"KIR",2018,72.86
"KIR",2017,67.68
"KIR",2007,27.71
"KIR",2006,25.08
"KOR",1997,106.69
"KOR",1998,150.97
"KOR",1999,158.76
"KOR",1995,148.56
"KOR",1996,146.59
"KWT",1995,4.23
"KGZ",2000,81
"KGZ",2018,438.68
"KGZ",2019,436.1
"KGZ",1997,71.31
"KGZ",2017,448.79
"KGZ",2002,112.42
"KGZ",1999,91.92
"KGZ",2014,557.62
"KGZ",2015,699.88
"KGZ",2016,508.1
"KGZ",2001,76.09
"KGZ",2013,427.67
"KGZ",1998,90.64
"KGZ",1996,87.44
"KGZ",1995,76.39
"KGZ",2003,114.02
"KGZ",2012,436.47
"KGZ",2010,344.52
"KGZ",2008,283.93
"KGZ",2011,397.22
"KGZ",2009,277.64
"KGZ",2007,248.67
"KGZ",2006,205.5
"KGZ",2005,212.1
"KGZ",2004,164.39
"LAO",2006,235.75
"LAO",2005,209.84
"LAO",2002,197.53
"LAO",2001,170.01
"LAO",1998,186.69
"LAO",2015,383.94
"LAO",2018,455.26
"LAO",2019,440.65
"LAO",2017,358.42
"LAO",1995,198.83
"LAO",2003,205.95
"LAO",2016,374.06
"LAO",1997,195.41
"LAO",1999,218.03
"LAO",2004,191.3
"LAO",2009,331.86
"LAO",2000,208.26
"LAO",2012,460.22
"LAO",2013,434.35
"LAO",2010,353.36
"LAO",2014,462.2
"LAO",2007,278.4
"LAO",1996,213.25
"LAO",2008,318.29
"LAO",2011,354.61
"LBN",2003,216.8
"LBN",2010,428.73
"LBN",2007,631.24
"LBN",2015,1082.98
"LBN",2009,513.44
"LBN",2004,253.06
"LBN",2000,189.67
"LBN",2002,202.02
"LBN",2001,187.29
"LBN",2008,821.48
"LBN",1996,149.5
"LBN",1998,153.68
"LBN",2005,225.6
"LBN",2018,1305.91
"LBN",2017,1212.19
"LBN",2011,405.14
"LBN",2016,1205.3
"LBN",2019,1577.55
"LBN",1997,172.01
"LBN",1995,142.65
"LBN",2013,677.93
"LBN",2006,736.7
"LBN",2014,863.59
"LBN",2012,670.64
"LBN",1999,141.17
"LSO",2010,229.34
"LSO",2013,316.61
"LSO",2006,59.9
"LSO",2012,242.09
"LSO",2014,96.37
"LSO",2009,121.72
"LSO",2011,260.12
"LSO",2004,79.17
"LSO",2007,111.51
"LSO",2002,55.32
"LSO",2019,127.69
"LSO",2008,132.64
"LSO",2016,111.91
"LSO",2005,64.41
"LSO",1998,51.58
"LSO",1999,35.53
"LSO",2003,66.95
"LSO",1996,75.13
"LSO",2018,143.85
"LSO",2001,44.58
"LSO",2015,77.61
"LSO",1995,94.46
"LSO",1997,67.8
"LSO",2017,133.37
"LSO",2000,39.33
"LBR",2003,113.83
"LBR",2019,469.98
"LBR",1996,104.3
"LBR",1997,83.42
"LBR",2001,46.36
"LBR",1998,77.78
"LBR",2010,1657.42
"LBR",1999,102.09
"LBR",2002,67.3
"LBR",2009,514.81
"LBR",2000,70.4
"LBR",2006,261.01
"LBR",2007,1164.41
"LBR",2005,225.65
"LBR",1995,123.65
"LBR",2018,471.95
"LBR",2015,829.09
"LBR",2017,533.62
"LBR",2014,622.41
"LBR",2013,487.07
"LBR",2004,223.97
"LBR",2012,527.54
"LBR",2008,1273.66
"LBR",2016,641.63
"LBR",2011,970.63
"LBY",2006,37.51
"LBY",2012,146.89
"LBY",1999,4.93
"LBY",2008,60.16
"LBY",2011,640.47
"LBY",2007,19.41
"LBY",2013,144.27
"LBY",2015,157.52
"LBY",2005,24.06
"LBY",2009,37.92
"LBY",2014,211.12
"LBY",1995,5.84
"LBY",1998,5.55
"LBY",1997,3.98
"LBY",2018,303.75
"LBY",2017,432.22
"LBY",2010,20.85
"LBY",1996,3.77
"LBY",2016,181.7
"LBY",2019,317
"MAC",1995,0.21
"MAC",1999,0.32
"MAC",1996,0.32
"MAC",1997,0.36
"MAC",1998,0.5
"MDG",1999,276.98
"MDG",1998,453.4
"MDG",2011,337.64
"MDG",2009,367.68
"MDG",1997,680.48
"MDG",1996,317.18
"MDG",2007,645.04
"MDG",2008,503.82
"MDG",2010,378.56
"MDG",2012,308.07
"MDG",2006,3051.16
"MDG",2005,905.41
"MDG",2014,413.09
"MDG",2003,415.65
"MDG",1995,286.45
"MDG",2019,563.18
"MDG",2017,408.57
"MDG",2018,479.01
"MDG",2004,990.77
"MDG",2016,426.88
"MDG",2013,544.26
"MDG",2015,447.89
"MDG",2002,228.94
"MDG",2001,259.92
"MDG",2000,202.74
"MWI",1998,293.43
"MWI",2000,340.04
"MWI",2014,825.99
"MWI",2015,923.22
"MWI",1999,335.56
"MWI",1995,349.94
"MWI",1996,287.55
"MWI",2016,1036.91
"MWI",2017,1181.02
"MWI",2013,1018
"MWI",2012,1064.77
"MWI",1997,210.83
"MWI",2009,725.76
"MWI",2003,474.22
"MWI",2018,1072.24
"MWI",2010,954.11
"MWI",2011,759.14
"MWI",2008,779.29
"MWI",2001,326.64
"MWI",2002,337.68
"MWI",2004,518.68
"MWI",2006,3021.13
"MWI",2019,1064.41
"MWI",2005,557.9
"MWI",2007,908.28
"MYS",2011,91.89
"MYS",2012,67.46
"MYS",2000,93.97
"MYS",2014,79.35
"MYS",1998,100.94
"MYS",2010,90.22
"MYS",2015,59.13
"MYS",2013,65.73
"MYS",2008,59.57
"MYS",1995,129.2
"MYS",1999,103.21
"MYS",2007,62.73
"MYS",2002,81.77
"MYS",2009,82.15
"MYS",2005,73
"MYS",2001,78.34
"MYS",2006,65.26
"MYS",1996,107.23
"MYS",1997,98.96
"MYS",2003,79.63
"MYS",2016,54.7
"MYS",2017,80.68
"MYS",2019,88.83
"MYS",2004,80.93
"MYS",2018,70.64
"MDV",2004,14.15
"MDV",2019,61.42
"MDV",2009,30.53
"MDV",2006,28.73
"MDV",2010,48.25
"MDV",2005,60.24
"MDV",2002,16.54
"MDV",2018,90.55
"MDV",2007,29.69
"MDV",2015,26.18
"MDV",2016,33.73
"MDV",2003,12.94
"MDV",2008,22.66
"MDV",2011,36.95
"MDV",2012,31.11
"MDV",1997,21.32
"MDV",2001,19.83
"MDV",1998,20.22
"MDV",2014,26.05
"MDV",2017,42.35
"MDV",1996,18.76
"MDV",1995,32.88
"MDV",1999,25.81
"MDV",2000,17.54
"MDV",2013,22.09
"MLI",2015,991.54
"MLI",2000,348.25
"MLI",2001,313.63
"MLI",1999,298
"MLI",2004,640.93
"MLI",2017,1085.44
"MLI",2002,374.94
"MLI",2005,619.93
"MLI",2003,470.7
"MLI",2009,766.3
"MLI",2006,2658.16
"MLI",2016,1029.7
"MLI",2011,998.88
"MLI",2013,1152.12
"MLI",2014,1094.09
"MLI",1996,328.51
"MLI",2012,914.69
"MLI",2010,868.03
"MLI",2008,792.11
"MLI",2018,1203.34
"MLI",1995,339.53
"MLI",1997,335.96
"MLI",1998,308.98
"MLI",2019,1251.87
"MLI",2007,832.05
"MLT",2000,24.05
"MLT",2001,5
"MLT",1997,27.78
"MLT",1996,71.41
"MLT",1999,28.52
"MLT",1998,28.17
"MLT",1995,14.26
"MLT",2002,13.25
"MHL",2003,52.13
"MHL",2005,56.29
"MHL",2016,14.57
"MHL",2006,55.33
"MHL",2004,49.92
"MHL",2002,55.73
"MHL",2019,65.25
"MHL",2015,58.48
"MHL",2001,67.71
"MHL",1995,33.39
"MHL",2008,53.21
"MHL",2000,47.46
"MHL",1997,52.93
"MHL",1998,42.48
"MHL",1996,69.94
"MHL",2018,54.59
"MHL",2011,84.52
"MHL",2017,74.01
"MHL",2014,57.75
"MHL",2010,24.94
"MHL",2013,92.15
"MHL",2009,61.17
"MHL",1999,59.08
"MHL",2007,53.32
"MHL",2012,86.09
"MRT",2011,202.04
"MRT",2013,236.53
"MRT",2012,260.36
"MRT",1998,168.51
"MRT",2016,201.31
"MRT",2009,170.43
"MRT",2001,236.23
"MRT",2010,174.13
"MRT",2008,258.13
"MRT",2006,1126.33
"MRT",2007,249.9
"MRT",1997,195.28
"MRT",2002,296.46
"MRT",2015,227.33
"MRT",2014,184.34
"MRT",2019,265.21
"MRT",2005,169.96
"MRT",2018,211.39
"MRT",2003,228.65
"MRT",2000,169.08
"MRT",1996,221.36
"MRT",1995,184.22
"MRT",1999,205.76
"MRT",2004,258.43
"MRT",2017,155.03
"MUS",2017,37.55
"MUS",2010,92.49
"MUS",2011,106.82
"MUS",1999,29.82
"MUS",2018,57.47
"MUS",1997,37.21
"MUS",1996,37.25
"MUS",2001,26.84
"MUS",2000,25
"MUS",2014,34.49
"MUS",2016,51.83
"MUS",2007,59.24
"MUS",1998,30.11
"MUS",2008,121.21
"MUS",2006,42.02
"MUS",2003,33.3
"MUS",2009,119.59
"MUS",2002,36.36
"MUS",2012,103.2
"MUS",2015,53.81
"MUS",2005,39.91
"MUS",2013,67.64
"MUS",2004,43.63
"MUS",2019,61.61
"MUS",1995,48.38
"MYT",2001,117.02
"MYT",2000,103.5
"MYT",2003,168.88
"MYT",2006,335.32
"MYT",2007,404.38
"MYT",2010,562.93
"MYT",2005,206.74
"MYT",2009,535.19
"MYT",1996,127.84
"MYT",1997,103.86
"MYT",1999,109.97
"MYT",1995,107.75
"MYT",2004,209.66
"MYT",2002,127.39
"MYT",1998,104.59
"MYT",2008,477.12
"MEX",1997,132.83
"MEX",2012,400.55
"MEX",2018,446.95
"MEX",2007,230.42
"MEX",2013,417.75
"MEX",2001,160.35
"MEX",2011,546.8
"MEX",1996,163.7
"MEX",2002,223.5
"MEX",2003,197.34
"MEX",1998,145.83
"MEX",2019,349.81
"MEX",2006,289.39
"MEX",2008,268.48
"MEX",2017,372.53
"MEX",1995,159.41
"MEX",2005,263.2
"MEX",2015,427.49
"MEX",2004,194.23
"MEX",2010,379.22
"MEX",2016,302.86
"MEX",2000,138.76
"MEX",2014,419.72
"MEX",2009,280.07
"MEX",1999,133.86
"FSM",2012,143.04
"FSM",2011,130.64
"FSM",2014,117.89
"FSM",2013,124.25
"FSM",2009,120.91
"FSM",2008,91.13
"FSM",1996,112.69
"FSM",2000,97.53
"FSM",2016,44.45
"FSM",1997,84.46
"FSM",2010,63.77
"FSM",2005,104.82
"FSM",2007,111.71
"FSM",2003,112.27
"FSM",1995,73.55
"FSM",1999,102.93
"FSM",2015,81.52
"FSM",2002,110.73
"FSM",2006,106.24
"FSM",2004,85.37
"FSM",2019,82.94
"FSM",2018,78.87
"FSM",2001,135.78
"FSM",1998,73.68
"FSM",2017,95.29
"MDA",2012,296.1
"MDA",1997,27.29
"MDA",2011,302.45
"MDA",2008,236.85
"MDA",2013,305.22
"MDA",2015,259.78
"MDA",2010,299.57
"MDA",1998,37.52
"MDA",2014,442.13
"MDA",2019,293.69
"MDA",1999,68.4
"MDA",2007,198.87
"MDA",2006,136.28
"MDA",2005,143.13
"MDA",2002,109.11
"MDA",2018,222
"MDA",2009,235.4
"MDA",2017,259.52
"MDA",2004,99.11
"MDA",2000,80.81
"MDA",2016,249.44
"MDA",2001,94.82
"MDA",2003,99.18
"MNG",2018,195.33
"MNG",2001,135.17
"MNG",2000,143.91
"MNG",2002,138
"MNG",2017,198.32
"MNG",2019,211.91
"MNG",2003,147
"MNG",2016,162.63
"MNG",2014,215.49
"MNG",2015,185.38
"MNG",1999,115.63
"MNG",2013,317.74
"MNG",2004,147.86
"MNG",1997,113.07
"MNG",1995,123.04
"MNG",2012,369.62
"MNG",1998,112.32
"MNG",2007,175.77
"MNG",1996,110.42
"MNG",2009,217.24
"MNG",2011,292.37
"MNG",2006,162.58
"MNG",2008,215.39
"MNG",2010,268.55
"MNG",2005,150.62
"MNE",2008,72.66
"MNE",2006,78.15
"MNE",2007,83.83
"MNE",2005,0.05
"MNE",2009,68.13
"MNE",2010,69.03
"MNE",2018,69.25
"MNE",2015,49.53
"MNE",2016,51.05
"MNE",2019,74.87
"MNE",2017,66.73
"MNE",2014,82.99
"MNE",2012,81.08
"MNE",2011,71.8
"MNE",2013,75.27
"MSR",2005,27.99
"MSR",2002,45.5
"MSR",2000,31.03
"MSR",2006,32.56
"MSR",2003,37.45
"MSR",2019,36.29
"MSR",2018,41.71
"MSR",2004,44.78
"MSR",1997,42.96
"MSR",1995,9.42
"MSR",1996,14.45
"MSR",2007,36.52
"MSR",2016,38.73
"MSR",2008,34.93
"MSR",2012,40.52
"MSR",2001,33.08
"MSR",1999,40.76
"MSR",2011,46.89
"MSR",2010,29.09
"MSR",2017,36.24
"MSR",2015,51.87
"MSR",2009,44.22
"MSR",1998,65.83
"MSR",2014,40.24
"MSR",2013,55.14
"MAR",1998,582.56
"MAR",2000,411.42
"MAR",2015,649.15
"MAR",1995,371.18
"MAR",1997,503.51
"MAR",2010,708.39
"MAR",2009,782.18
"MAR",2011,803.91
"MAR",2014,1046.39
"MAR",2001,396.42
"MAR",2002,455.19
"MAR",2016,1096.02
"MAR",1999,551.17
"MAR",2004,868.87
"MAR",2018,778.43
"MAR",2019,701.75
"MAR",1996,604.55
"MAR",2007,1039.55
"MAR",2008,1112.74
"MAR",2013,966.63
"MAR",2006,881.06
"MAR",2012,727.67
"MAR",2003,626.46
"MAR",2005,805.87
"MAR",2017,1254.32
"MOZ",1999,1480.96
"MOZ",2012,1675.02
"MOZ",1998,824.18
"MOZ",2014,1610.79
"MOZ",1996,629.3
"MOZ",1995,1002.38
"MOZ",2006,3149.9
"MOZ",2009,1545.02
"MOZ",2008,1650.16
"MOZ",1997,680.2
"MOZ",2000,929.16
"MOZ",2013,1811.06
"MOZ",2003,855.08
"MOZ",2010,1598.32
"MOZ",2016,1365.07
"MOZ",2011,1677.51
"MOZ",2019,1559.9
"MOZ",2018,1495.68
"MOZ",2015,1261.17
"MOZ",2005,1004.56
"MOZ",2007,1416.33
"MOZ",2001,856.65
"MOZ",2002,2042.85
"MOZ",2017,1502.86
"MOZ",2004,1062.21
"MMR",2000,95.4
"MMR",2005,144.11
"MMR",2001,118.64
"MMR",1995,208.37
"MMR",1997,104.36
"MMR",2014,1831.25
"MMR",2007,203.73
"MMR",2004,125.2
"MMR",1998,101.83
"MMR",2006,142.4
"MMR",2009,359.27
"MMR",1999,68.49
